distance_km,current_speed_kmh,hour_of_day,day_of_week,is_weekend,traffic_level,eta_minutes
5.861,38.31,4,6,1,0.116,11.32
5.943,30.57,9,6,1,0.244,12.19
13.574,24.27,10,2,0,0.584,34.56
12.471,26.06,13,0,0,0.444,29.92
4.917,16.73,7,0,0,0.887,17.96
4.378,31.09,20,1,0,0.295,10.44
11.771,29.4,14,3,0,0.498,26.22
0.514,23.83,14,2,0,0.561,3.19
6.104,32.01,6,6,1,0.287,11.98
8.589,34.53,14,6,1,0.173,16.3
14.422,31.93,5,3,0,0.254,28.27
4.542,13.71,19,1,0,0.839,21.33
9.728,15.76,16,2,0,0.845,37.13
1.553,38.97,3,5,1,0.006,3.0
9.997,19.02,8,4,0,0.775,32.36
1.551,13.13,7,0,0,0.948,8.25
10.162,29.75,12,1,0,0.358,22.77
0.645,27.72,11,2,0,0.363,3.24
6.417,35.73,20,6,1,0.269,13.18
7.045,16.11,8,1,0,0.814,28.51
0.726,24.37,19,1,0,0.629,2.49
9.572,37.52,14,5,1,0.07,16.59
12.063,15.38,18,3,0,0.939,47.58
11.207,38.97,4,6,1,0.004,18.36
9.893,38.64,3,6,1,0.053,15.77
0.798,22.8,18,1,0,0.632,2.45
8.835,36.27,1,5,1,0.206,17.05
4.431,31.41,22,6,1,0.279,10.18
10.376,19.88,16,2,0,0.814,33.81
0.988,23.16,9,3,0,0.631,4.42
2.477,35.07,22,4,0,0.097,6.4
8.999,21.16,8,1,0,0.661,26.39
6.477,38.52,15,5,1,0.015,10.86
2.734,15.52,18,1,0,0.963,12.16
6.861,23.23,12,1,0,0.559,20.16
11.273,33.61,20,3,0,0.277,20.53
2.516,37.75,10,6,1,0.017,4.3
6.438,31.29,12,4,0,0.351,12.45
6.504,34.48,7,6,1,0.157,13.65
5.605,29.64,8,6,1,0.295,13.61
13.139,34.36,13,6,1,0.225,23.57
14.331,23.05,8,4,0,0.652,37.57
9.889,31.75,15,2,0,0.318,20.74
7.257,29.49,10,1,0,0.392,15.76
12.611,39.88,6,0,0,0.003,21.35
14.145,17.81,17,0,0,0.674,48.05
11.939,36.5,21,2,0,0.038,19.86
5.718,36.07,1,0,0,0.153,11.96
2.302,26.43,10,1,0,0.489,5.58
11.4,25.23,18,4,0,0.647,28.86
10.69,38.56,7,5,1,0.027,17.83
13.643,24.66,10,2,0,0.54,33.22
0.648,26.02,13,4,0,0.537,2.4
13.3,30.01,14,0,0,0.394,27.43
2.901,13.64,8,3,0,0.834,14.63
10.864,37.62,2,6,1,0.097,18.05
2.368,22.18,16,3,0,0.619,8.37
13.734,35.03,1,1,0,0.184,25.41
3.866,17.44,17,0,0,0.8,15.72
8.956,17.73,19,4,0,0.812,32.73
13.596,30.28,8,6,1,0.272,27.52
10.104,33.71,5,4,0,0.198,19.7
0.824,36.27,5,6,1,0.16,2.74
8.994,32.89,20,0,0,0.192,18.48
14.972,39.02,6,1,0,0.058,23.55
4.212,28.45,15,4,0,0.422,9.04
13.187,31.7,2,4,0,0.188,27.17
10.217,38.89,19,5,1,0.051,15.98
2.521,17.9,8,2,0,0.767,10.74
7.212,38.84,0,6,1,0.079,11.53
13.107,35.1,5,6,1,0.232,24.2
4.584,31.85,12,1,0,0.304,9.82
1.747,39.13,4,1,0,0.033,4.96
0.824,25.39,12,0,0,0.554,3.76
8.202,19.38,7,1,0,0.638,27.82
12.928,32.54,11,6,1,0.28,24.71
13.563,36.01,23,0,0,0.22,23.1
7.533,38.97,2,1,0,0.048,13.54
4.84,28.05,13,4,0,0.467,12.55
7.509,23.65,15,2,0,0.575,20.51
10.832,31.74,3,5,1,0.274,21.92
13.504,32.48,0,4,0,0.289,25.53
5.828,39.27,17,6,1,0.07,9.38
4.222,27.87,14,3,0,0.31,9.42
9.717,26.7,12,0,0,0.524,23.75
8.839,34.23,20,1,0,0.274,15.54
5.815,28.46,11,3,0,0.428,13.64
7.848,21.31,9,0,0,0.672,24.58
2.514,35.07,21,6,1,0.2,6.69
11.168,31.36,17,5,1,0.226,22.18
11.074,34.05,0,3,0,0.128,20.01
12.659,21.07,16,0,0,0.645,37.28
7.27,35.23,3,0,0,0.24,12.86
5.069,15.48,19,0,0,0.84,20.85
3.381,35.21,22,3,0,0.194,5.85
9.556,12.83,9,1,0,0.94,44.8
12.098,37.83,4,3,0,0.048,20.35
12.353,16.69,17,2,0,0.835,46.45
12.932,32.68,23,4,0,0.266,25.69
4.335,21.98,15,4,0,0.531,14.26
14.942,13.53,19,3,0,0.96,66.81
4.855,20.4,8,2,0,0.671,14.51
5.42,39.52,16,6,1,0.074,8.49
6.98,17.22,16,2,0,0.759,25.41
11.204,39.17,23,0,0,0.021,19.34
3.702,40.2,14,5,1,0.055,7.03
1.319,36.47,9,5,1,0.166,4.3
14.719,33.95,8,5,1,0.232,28.4
13.076,41.41,6,1,0,0.023,19.73
6.266,23.84,12,4,0,0.575,15.99
12.991,36.72,12,6,1,0.095,21.27
7.417,20.83,7,2,0,0.678,23.49
8.78,38.68,4,0,0,0.056,14.93
13.732,18.67,9,2,0,0.77,45.58
9.486,13.03,16,3,0,0.987,44.17
3.544,36.95,14,6,1,0.048,8.16
5.131,40.81,20,1,0,0.046,8.65
7.403,19.19,19,3,0,0.833,24.08
13.32,28.55,15,1,0,0.396,29.86
5.703,39.77,21,2,0,0.018,10.71
14.162,25.66,15,0,0,0.461,34.89
13.757,39.1,0,6,1,0.07,21.37
4.369,34.85,22,4,0,0.212,7.55
3.112,39.59,23,0,0,0.07,7.12
9.948,11.27,8,0,0,0.999,54.02
4.258,35.21,3,2,0,0.227,7.3
2.467,38.24,7,6,1,0.033,6.02
11.539,27.88,11,3,0,0.44,27.0
11.789,23.5,14,0,0,0.554,31.34
7.021,15.73,8,3,0,0.818,27.62
3.041,39.98,4,0,0,0.12,6.84
10.76,33.09,21,5,1,0.252,21.98
7.351,32.4,21,0,0,0.164,15.26
3.832,22.18,8,1,0,0.611,11.1
6.239,36.15,4,6,1,0.088,11.01
1.201,33.48,21,0,0,0.225,2.64
5.835,33.6,0,0,0,0.252,11.4
8.13,35.57,4,6,1,0.151,14.9
10.528,29.79,11,6,1,0.294,22.7
3.639,41.88,21,4,0,0.008,6.07
11.339,31.7,0,5,1,0.162,22.04
10.697,33.72,3,0,0,0.273,20.36
13.122,33.65,9,5,1,0.242,24.37
7.315,22.23,19,4,0,0.613,22.06
10.68,33.17,0,2,0,0.18,21.54
2.836,28.87,20,1,0,0.267,5.91
12.295,17.16,9,3,0,0.887,44.62
6.372,37.46,1,3,0,0.004,10.24
10.089,20.28,9,4,0,0.718,31.51
11.361,34.29,3,3,0,0.097,20.65
5.76,30.92,22,5,1,0.233,12.4
6.545,23.52,11,3,0,0.511,18.67
11.838,26.06,12,3,0,0.5,27.37
0.923,31.39,3,0,0,0.27,2.74
9.799,40.8,1,5,1,0.034,15.7
13.934,39.51,5,5,1,0.104,22.23
5.792,39.38,0,3,0,0.078,10.88
5.449,27.07,13,4,0,0.505,14.05
14.455,36.7,3,0,0,0.16,25.2
2.61,16.05,7,3,0,0.862,11.51
13.015,43.52,20,2,0,0.01,18.84
11.557,33.27,20,1,0,0.263,23.23
0.518,20.54,8,3,0,0.686,3.25
9.967,22.15,17,3,0,0.697,27.86
12.052,37.05,20,6,1,0.076,21.35
13.948,38.97,19,6,1,0.133,21.85
12.192,33.0,14,6,1,0.283,22.39
3.103,39.21,6,0,0,0.064,5.17
5.754,33.48,10,6,1,0.23,10.54
11.328,34.88,4,6,1,0.104,20.03
4.488,29.49,13,4,0,0.411,10.08
1.379,34.08,2,5,1,0.201,3.91
4.543,15.61,9,1,0,0.852,18.83
10.062,35.94,19,6,1,0.127,18.71
2.19,33.2,21,3,0,0.19,4.06
10.671,31.07,12,1,0,0.338,21.08
1.917,29.03,13,0,0,0.374,5.44
9.255,31.77,4,3,0,0.224,18.71
4.88,32.46,22,0,0,0.284,9.71
4.003,34.82,21,3,0,0.206,8.75
11.794,33.56,5,2,0,0.229,23.07
9.636,15.65,18,3,0,0.858,39.21
8.713,32.68,6,3,0,0.294,16.09
5.93,20.26,17,1,0,0.797,18.87
14.445,34.98,6,0,0,0.146,25.02
8.044,34.7,5,3,0,0.239,16.33
1.302,27.78,15,4,0,0.442,5.19
4.44,28.34,14,0,0,0.417,9.58
8.849,32.31,18,6,1,0.292,18.44
5.847,26.81,10,1,0,0.446,13.65
11.538,30.56,6,3,0,0.216,24.17
2.78,33.62,5,5,1,0.14,5.88
2.337,34.89,20,1,0,0.276,4.22
9.83,19.33,18,0,0,0.72,31.96
14.133,29.97,10,1,0,0.319,30.45
9.514,22.66,9,3,0,0.608,26.25
2.013,31.74,11,0,0,0.349,4.21
7.368,30.81,15,6,1,0.3,14.98
14.066,36.94,5,6,1,0.124,24.99
12.104,35.86,3,3,0,0.168,21.22
7.166,37.29,10,6,1,0.095,13.31
9.328,17.9,7,3,0,0.921,33.59
14.628,19.45,16,1,0,0.727,45.71
14.453,36.79,3,2,0,0.119,25.67
1.766,34.84,8,5,1,0.113,3.57
3.007,30.71,22,1,0,0.276,7.15
4.821,13.81,17,2,0,0.932,21.67
9.222,28.06,13,1,0,0.437,21.29
10.89,39.42,20,0,0,0.05,17.79
10.622,41.03,1,6,1,0.052,15.83
5.867,21.37,9,2,0,0.712,17.89
8.058,39.87,5,4,0,0.001,12.62
7.695,19.4,9,3,0,0.794,26.03
5.524,33.06,0,2,0,0.213,12.29
4.144,22.24,15,4,0,0.577,11.64
3.84,30.89,14,1,0,0.369,9.1
2.181,25.84,15,3,0,0.488,5.27
2.327,34.23,5,1,0,0.197,4.24
6.17,31.93,6,4,0,0.173,12.38
2.498,36.49,18,6,1,0.264,6.47
1.35,31.73,15,6,1,0.218,4.47
13.018,37.49,5,3,0,0.158,21.13
6.545,39.7,18,6,1,0.055,12.17
12.002,25.16,15,4,0,0.545,29.31
13.875,32.15,8,5,1,0.273,27.49
9.43,21.2,16,2,0,0.77,27.49
14.993,30.41,12,4,0,0.314,29.85
11.559,33.69,11,6,1,0.295,20.83
8.303,38.78,16,6,1,0.071,14.5
5.252,26.95,10,4,0,0.485,14.03
14.008,38.09,8,5,1,0.076,24.07
11.082,37.39,5,2,0,0.094,19.92
8.732,25.04,13,3,0,0.517,21.21
12.716,40.48,21,0,0,0.038,19.13
2.809,26.32,11,2,0,0.513,7.11
11.998,33.26,2,6,1,0.219,22.59
5.534,39.77,6,2,0,0.011,9.43
9.607,17.65,7,4,0,0.806,35.12
3.911,31.6,20,4,0,0.243,7.6
4.611,32.82,2,1,0,0.19,8.63
2.163,24.15,10,3,0,0.523,7.65
7.77,34.0,20,1,0,0.117,14.8
10.215,34.73,23,1,0,0.117,19.13
5.681,40.17,21,3,0,0.042,9.59
4.589,31.06,15,4,0,0.332,9.13
6.853,12.74,17,4,0,0.995,33.11
8.987,14.06,17,4,0,0.968,39.51
9.278,34.29,22,0,0,0.265,17.59
1.082,28.27,15,4,0,0.447,4.54
7.142,23.0,14,0,0,0.588,20.7
13.725,40.54,21,1,0,0.059,20.64
12.066,36.84,4,5,1,0.148,21.79
3.305,39.43,0,4,0,0.019,5.54
4.65,20.53,8,2,0,0.694,14.34
4.054,17.08,18,4,0,0.821,16.22
1.677,33.92,9,5,1,0.173,5.34
2.648,19.8,18,0,0,0.713,8.56
6.728,15.36,7,4,0,0.83,28.02
10.33,36.27,5,6,1,0.15,18.38
0.782,29.57,11,6,1,0.27,3.4
14.944,11.85,19,0,0,0.951,76.24
11.207,23.89,19,2,0,0.694,28.58
10.595,24.38,15,1,0,0.525,27.04
12.855,32.57,13,6,1,0.177,24.37
14.101,33.72,22,6,1,0.291,27.13
5.391,40.28,5,4,0,0.007,9.95
14.501,28.46,13,1,0,0.494,32.74
9.244,20.25,16,2,0,0.725,27.96
6.745,37.01,18,6,1,0.056,12.92
1.034,36.96,1,2,0,0.195,4.03
10.844,30.61,21,6,1,0.271,23.43
11.34,34.21,6,4,0,0.26,22.33
14.309,31.4,11,1,0,0.35,29.19
4.186,32.38,8,6,1,0.235,8.21
4.92,38.51,23,1,0,0.109,8.54
11.895,25.03,14,3,0,0.532,29.66
2.059,38.69,12,6,1,0.021,3.67
1.994,32.3,19,5,1,0.253,4.75
8.22,17.24,17,4,0,0.813,30.2
7.472,32.15,6,6,1,0.282,14.72
12.374,16.5,8,3,0,0.779,45.86
6.758,19.99,7,0,0,0.801,22.31
11.306,32.39,1,4,0,0.189,22.99
8.44,22.22,13,4,0,0.514,24.17
11.441,36.21,5,3,0,0.185,20.47
10.575,35.38,22,6,1,0.129,18.45
14.247,39.83,2,6,1,0.142,23.38
1.81,36.0,20,4,0,0.169,4.69
5.25,40.71,10,5,1,0.032,9.12
3.134,34.68,2,6,1,0.227,7.14
2.093,20.38,17,1,0,0.689,6.98
14.768,29.56,16,6,1,0.293,32.05
14.979,40.12,1,3,0,0.077,24.12
8.722,33.11,2,0,0,0.262,16.19
10.164,34.79,3,2,0,0.12,18.1
4.463,39.05,23,2,0,0.053,8.48
7.731,17.85,19,2,0,0.76,26.78
2.219,17.61,16,2,0,0.821,8.09
0.886,38.7,18,6,1,0.006,1.52
7.347,36.69,21,3,0,0.22,12.21
3.533,28.84,15,4,0,0.36,8.95
1.603,31.93,20,3,0,0.246,4.93
2.692,33.5,5,2,0,0.231,4.94
8.909,22.75,18,3,0,0.708,25.16
5.632,29.57,15,3,0,0.415,13.31
5.509,13.46,17,2,0,0.924,26.27
8.344,33.91,0,2,0,0.236,17.0
1.606,29.07,15,2,0,0.419,5.62
1.598,21.84,8,2,0,0.745,5.86
8.178,40.49,22,3,0,0.066,14.12
7.784,35.31,10,5,1,0.171,13.39
13.477,28.12,10,3,0,0.344,29.49
0.73,36.64,17,5,1,0.093,2.98
8.176,25.11,10,2,0,0.537,19.76
8.882,40.56,7,6,1,0.0,13.39
10.129,28.86,11,1,0,0.442,22.11
13.363,20.43,8,3,0,0.759,41.53
12.822,33.08,11,6,1,0.209,25.14
14.751,33.48,8,6,1,0.222,26.46
8.397,36.23,20,3,0,0.135,14.91
13.807,35.19,23,5,1,0.233,25.87
7.155,11.34,8,4,0,0.967,39.03
6.414,38.45,5,1,0,0.079,11.72
13.936,15.25,18,1,0,0.891,55.88
5.21,32.05,6,6,1,0.272,11.73
4.633,24.8,10,3,0,0.541,12.5
10.436,32.66,18,6,1,0.162,19.94
12.05,38.67,20,3,0,0.049,18.93
7.357,24.38,12,2,0,0.496,19.38
13.648,14.22,9,4,0,0.916,58.34
7.061,31.85,0,0,0,0.298,14.63
1.499,36.22,8,5,1,0.086,2.74
3.09,37.04,20,0,0,0.031,5.41
3.483,26.11,15,0,0,0.488,10.05
13.37,23.91,14,2,0,0.555,34.94
10.851,35.61,1,5,1,0.087,19.8
5.682,15.06,18,1,0,0.861,24.2
7.032,36.63,5,4,0,0.098,12.28
2.068,35.44,3,3,0,0.229,3.82
6.816,26.7,12,3,0,0.49,15.87
6.527,39.68,9,6,1,0.003,11.37
14.051,35.75,5,2,0,0.046,25.75
14.157,37.54,21,2,0,0.035,24.83
10.768,24.1,12,1,0,0.566,28.41
14.322,38.65,18,6,1,0.003,23.88
13.921,34.02,6,3,0,0.229,26.03
8.457,24.86,14,4,0,0.518,20.96
10.218,36.12,20,5,1,0.181,19.41
14.098,33.64,5,3,0,0.217,25.95
6.799,26.81,14,4,0,0.449,16.87
7.712,32.4,11,1,0,0.32,14.61
12.063,29.73,12,3,0,0.382,26.82
5.089,27.07,15,3,0,0.419,13.4
4.977,28.84,10,1,0,0.359,12.76
4.049,12.25,8,0,0,0.978,21.99
4.122,25.31,10,2,0,0.546,11.7
4.773,32.7,15,5,1,0.231,10.46
1.712,38.7,16,5,1,0.081,4.97
4.701,30.64,3,4,0,0.252,10.58
12.68,38.34,6,5,1,0.04,20.8
14.34,32.92,13,2,0,0.318,26.45
10.242,32.37,4,1,0,0.252,19.68
3.613,33.24,21,4,0,0.229,8.08
6.582,31.55,11,5,1,0.285,13.57
13.284,39.19,11,5,1,0.036,20.9
4.698,37.47,19,6,1,0.181,9.94
12.893,25.23,15,2,0,0.495,31.35
3.709,13.2,8,0,0,0.977,19.35
10.443,19.74,19,1,0,0.709,31.93
11.375,33.54,23,3,0,0.172,20.57
13.406,36.16,20,6,1,0.089,22.42
12.512,33.25,4,4,0,0.257,24.63
13.454,14.93,17,1,0,0.875,56.33
8.724,24.84,15,3,0,0.491,21.65
6.344,24.48,9,4,0,0.612,15.85
14.747,19.38,18,1,0,0.741,45.99
2.782,37.79,6,5,1,0.218,6.32
9.306,33.59,4,4,0,0.237,19.0
5.962,37.61,23,6,1,0.026,11.6
7.944,20.32,8,4,0,0.608,24.62
13.569,25.47,19,3,0,0.613,33.1
7.17,28.61,10,2,0,0.376,16.92
2.72,35.21,19,5,1,0.197,6.44
5.707,30.59,15,0,0,0.365,13.36
12.931,34.13,12,4,0,0.323,24.51
9.836,37.76,23,3,0,0.108,16.08
3.466,32.42,14,2,0,0.328,8.65
12.674,28.26,14,0,0,0.34,27.39
14.579,37.95,6,3,0,0.055,25.3
4.28,37.43,9,6,1,0.151,9.09
13.097,30.24,12,4,0,0.367,27.5
11.826,35.43,20,5,1,0.16,21.1
10.692,22.58,19,3,0,0.617,30.77
6.205,41.78,5,3,0,0.021,11.23
5.496,39.07,10,6,1,0.042,8.58
2.75,21.37,7,2,0,0.687,8.49
14.964,26.45,14,2,0,0.577,35.09
5.259,29.31,10,4,0,0.353,10.96
9.462,39.72,0,0,0,0.006,16.14
2.787,19.5,7,1,0,0.693,9.57
3.762,13.94,7,1,0,0.891,17.79
7.418,20.25,18,2,0,0.716,23.79
11.097,16.12,17,0,0,0.961,41.67
4.238,21.58,7,0,0,0.652,12.35
2.241,34.14,23,4,0,0.239,4.41
3.225,30.83,15,0,0,0.315,8.28
6.874,36.8,0,5,1,0.193,11.95
14.031,14.28,19,1,0,0.947,60.37
6.594,24.92,11,3,0,0.584,16.08
3.35,32.4,23,1,0,0.254,8.48
2.561,38.87,6,6,1,0.022,4.01
2.469,13.03,19,1,0,0.991,11.65
7.198,14.09,18,2,0,0.954,32.51
9.141,32.28,2,3,0,0.181,19.24
4.053,23.28,16,0,0,0.629,11.93
8.339,18.35,16,3,0,0.733,29.68
3.989,34.99,2,2,0,0.174,9.21
6.569,36.27,22,3,0,0.077,12.3
12.736,34.05,3,6,1,0.165,22.47
5.3,22.94,19,2,0,0.69,15.58
12.019,22.33,12,1,0,0.563,33.49
10.802,35.37,22,0,0,0.222,19.7
1.892,36.63,0,5,1,0.167,4.12
2.609,27.96,11,4,0,0.351,7.46
12.439,41.11,6,2,0,0.032,18.47
1.943,33.68,1,3,0,0.239,4.58
2.091,32.56,12,5,1,0.118,5.27
11.043,31.53,10,2,0,0.348,21.91
3.881,30.35,5,6,1,0.291,8.35
1.436,36.52,15,5,1,0.146,3.22
3.457,36.27,0,0,0,0.197,6.18
12.796,38.07,4,6,1,0.08,20.85
6.161,35.74,1,5,1,0.025,11.62
13.368,22.47,9,2,0,0.608,36.68
12.355,35.45,23,6,1,0.195,23.33
14.059,14.19,9,1,0,0.916,61.07
3.106,25.26,10,2,0,0.524,8.57
13.532,31.97,1,6,1,0.222,26.94
13.863,25.29,12,2,0,0.497,34.65
10.647,37.57,16,6,1,0.141,18.85
1.207,38.85,21,4,0,0.056,2.46
5.115,25.81,12,4,0,0.521,13.53
14.952,17.29,9,1,0,0.767,52.69
1.436,13.42,18,0,0,0.97,8.36
6.216,39.97,2,2,0,0.031,10.91
1.971,37.13,20,1,0,0.138,3.85
6.793,38.61,23,0,0,0.099,11.17
11.678,38.76,9,6,1,0.075,18.18
3.46,29.9,15,4,0,0.32,9.15
4.156,20.18,17,3,0,0.785,14.72
5.143,31.95,12,5,1,0.292,10.99
13.059,11.83,9,3,0,0.919,68.66
12.685,35.56,6,3,0,0.213,22.5
1.656,24.0,16,2,0,0.621,5.1
6.208,16.29,16,2,0,0.927,25.19
11.118,39.25,19,5,1,0.02,17.51
14.627,34.63,4,5,1,0.168,26.27
7.734,33.44,4,3,0,0.227,14.88
5.307,14.84,17,2,0,0.96,23.77
1.84,35.87,4,3,0,0.143,4.55
6.675,38.83,16,6,1,0.001,12.81
0.567,31.55,21,1,0,0.261,2.76
5.76,26.93,15,3,0,0.568,15.25
14.747,30.32,8,5,1,0.254,29.93
5.891,38.46,23,0,0,0.063,9.77
6.342,34.93,22,1,0,0.296,13.03
6.126,37.38,21,2,0,0.103,10.81
10.358,32.21,4,4,0,0.281,20.0
7.153,31.62,2,0,0,0.253,15.79
1.664,31.33,7,5,1,0.258,5.49
0.684,23.38,19,1,0,0.635,4.0
5.392,34.13,4,3,0,0.209,10.33
1.441,25.65,13,3,0,0.48,4.72
4.761,31.86,21,3,0,0.229,10.1
6.14,37.34,4,2,0,0.08,11.71
5.222,17.62,18,4,0,0.692,20.01
3.468,36.62,12,5,1,0.11,7.38
10.69,35.31,1,5,1,0.136,19.75
8.318,31.53,6,0,0,0.287,16.09
12.593,32.14,4,2,0,0.284,24.92
13.025,34.45,20,2,0,0.177,24.28
14.325,15.32,18,1,0,0.898,56.9
12.348,18.54,7,2,0,0.835,40.54
5.972,17.37,16,0,0,0.811,21.64
0.927,24.95,11,0,0,0.592,3.52
3.859,36.37,10,6,1,0.148,8.32
10.573,33.18,1,3,0,0.153,20.31
13.157,30.92,22,5,1,0.293,28.01
9.168,28.69,11,1,0,0.367,20.97
5.893,26.96,11,3,0,0.463,15.55
10.579,15.26,18,2,0,0.911,42.11
12.954,32.56,2,4,0,0.282,24.58
13.939,21.14,16,4,0,0.658,42.06
7.584,21.08,10,3,0,0.597,22.66
2.679,35.74,10,5,1,0.096,5.25
4.963,37.06,4,0,0,0.106,8.32
6.731,31.3,3,4,0,0.247,14.28
5.954,16.3,8,4,0,0.971,24.3
10.225,19.04,17,4,0,0.721,32.69
1.416,31.58,4,5,1,0.279,4.16
12.687,35.46,6,6,1,0.152,22.24
1.369,37.65,11,6,1,0.08,4.67
3.915,31.19,5,6,1,0.285,8.11
3.72,34.48,13,5,1,0.183,7.39
10.257,34.43,21,2,0,0.173,19.26
12.454,15.09,16,1,0,0.905,51.63
12.403,16.2,16,2,0,0.887,47.07
2.807,39.53,6,2,0,0.062,5.16
7.595,12.25,19,3,0,0.984,38.54
2.299,20.39,8,4,0,0.658,7.54
3.711,38.13,15,6,1,0.155,6.31
14.224,37.54,12,6,1,0.09,24.44
12.18,34.17,8,6,1,0.224,21.47
12.497,31.08,10,3,0,0.341,24.92
5.924,36.05,14,6,1,0.138,11.33
4.99,13.82,18,2,0,0.929,22.71
13.552,40.41,2,2,0,0.019,20.61
8.973,36.31,5,6,1,0.088,15.0
6.288,22.7,9,0,0,0.664,17.06
11.972,36.91,6,0,0,0.182,21.55
5.899,16.87,7,3,0,0.917,22.4
5.442,34.29,22,1,0,0.181,10.64
1.072,21.01,19,3,0,0.608,4.78
4.957,34.8,20,2,0,0.144,9.94
12.7,40.48,1,2,0,0.063,20.46
8.884,23.44,14,4,0,0.507,25.07
2.21,36.08,20,6,1,0.097,3.69
7.771,29.57,14,3,0,0.402,16.4
3.064,28.07,14,0,0,0.466,8.38
0.804,34.67,8,6,1,0.139,2.48
10.632,32.84,1,2,0,0.229,19.59
6.014,40.28,15,6,1,0.023,10.4
10.666,38.92,11,6,1,0.085,18.88
5.547,32.64,20,2,0,0.228,11.58
11.862,13.38,8,4,0,0.963,54.37
4.968,36.25,16,5,1,0.151,9.75
3.198,34.13,21,0,0,0.137,6.71
3.548,36.84,21,6,1,0.146,6.34
1.098,29.83,15,3,0,0.364,2.93
10.036,25.12,14,0,0,0.546,24.74
14.83,32.59,2,1,0,0.253,29.14
9.998,27.72,13,0,0,0.407,22.3
9.394,39.87,5,6,1,0.057,15.32
1.366,32.64,4,2,0,0.244,4.37
13.2,31.81,20,1,0,0.228,27.33
8.77,35.89,22,6,1,0.184,15.79
5.167,37.63,0,3,0,0.137,8.78
3.157,30.0,11,0,0,0.369,6.82
6.587,13.56,7,1,0,0.888,30.25
3.515,20.56,7,3,0,0.758,10.59
2.345,36.68,20,4,0,0.126,4.03
1.341,31.33,3,5,1,0.287,3.64
5.669,33.42,21,2,0,0.16,10.66
7.927,27.02,13,1,0,0.381,18.0
5.013,36.69,2,4,0,0.082,10.32
6.016,29.9,10,0,0,0.31,13.56
13.168,40.47,6,2,0,0.081,20.81
0.611,33.84,4,1,0,0.216,2.08
11.879,17.25,8,2,0,0.833,41.48
9.852,11.79,18,3,0,0.952,51.63
13.463,15.32,7,4,0,0.782,52.74
13.42,24.9,15,3,0,0.496,32.66
5.984,35.11,4,1,0,0.181,11.72
5.513,35.5,15,5,1,0.206,10.12
8.607,25.16,9,3,0,0.601,21.15
7.237,20.95,19,2,0,0.719,21.29
3.557,29.67,3,4,0,0.285,8.79
9.56,39.96,23,4,0,0.048,15.94
6.737,34.63,12,5,1,0.162,12.36
8.777,25.59,14,1,0,0.533,22.12
9.107,35.34,5,5,1,0.136,16.46
10.835,21.31,18,1,0,0.642,31.97
4.022,33.9,5,4,0,0.178,8.56
1.923,38.91,3,0,0,0.101,5.46
14.69,38.55,8,5,1,0.006,25.1
11.95,16.52,7,2,0,0.843,44.7
8.025,34.89,17,5,1,0.191,15.94
13.01,27.24,10,2,0,0.492,29.77
1.681,31.8,6,6,1,0.298,5.27
9.907,33.72,16,5,1,0.212,18.7
1.825,36.95,22,4,0,0.13,3.1
14.315,24.61,18,4,0,0.66,37.36
11.185,35.08,3,2,0,0.183,19.31
8.4,31.24,2,3,0,0.262,17.95
4.119,39.28,6,6,1,0.021,6.76
8.979,26.06,15,4,0,0.541,21.44
5.066,16.62,19,2,0,0.824,19.15
7.84,22.88,17,0,0,0.662,21.11
12.342,34.05,4,4,0,0.229,23.36
7.104,29.22,13,2,0,0.378,16.93
6.453,35.49,21,3,0,0.101,13.23
3.036,35.75,3,1,0,0.121,5.77
3.378,16.13,9,4,0,0.868,13.77
0.985,33.54,11,6,1,0.271,2.71
0.921,29.93,1,5,1,0.238,3.97
3.291,41.29,19,6,1,0.007,5.19
14.142,35.13,23,2,0,0.242,25.5
0.566,22.43,7,3,0,0.625,2.52
6.503,33.85,1,0,0,0.167,13.52
2.851,33.05,19,5,1,0.152,5.94
11.049,37.58,21,4,0,0.143,20.07
9.626,32.63,12,5,1,0.295,18.49
8.974,31.44,3,1,0,0.26,18.65
13.115,35.68,23,3,0,0.079,24.13
10.667,34.6,18,5,1,0.281,19.92
9.127,40.31,0,1,0,0.001,13.71
14.516,40.8,22,5,1,0.013,23.72
10.648,29.58,2,5,1,0.282,21.69
14.696,15.73,19,3,0,0.902,57.57
5.98,37.59,21,3,0,0.128,10.13
4.452,17.66,9,3,0,0.817,17.11
7.0,34.34,6,3,0,0.227,14.21
10.583,33.38,23,2,0,0.177,20.76
4.394,36.66,21,4,0,0.089,8.58
12.503,33.59,20,1,0,0.174,24.48
7.262,34.79,14,5,1,0.226,14.47
9.818,33.25,17,6,1,0.295,17.98
4.437,18.5,7,0,0,0.835,15.63
13.78,30.15,14,3,0,0.332,28.48
8.998,37.46,6,6,1,0.041,16.42
9.345,33.21,0,5,1,0.195,18.81
1.649,23.51,17,0,0,0.622,4.5
2.064,26.13,14,1,0,0.541,6.25
4.039,33.76,6,3,0,0.26,8.99
3.591,25.78,11,3,0,0.573,10.81
10.328,38.58,22,0,0,0.041,18.14
4.433,34.2,5,2,0,0.194,9.76
10.696,17.05,7,1,0,0.78,39.7
11.196,16.24,8,2,0,0.894,42.82
6.311,31.34,14,1,0,0.315,14.33
10.597,39.32,9,5,1,0.075,17.93
3.55,36.13,20,4,0,0.17,7.01
11.159,31.98,13,6,1,0.258,20.98
9.878,35.32,21,0,0,0.163,18.75
